index,Image,Nom,reference,Catégorie,Montant HT,Montant TTC,Quantité,État,Position,code_moteur,link
24225,https://diesel-injecteurs.com/10178/injecteurs-opel-combo-13-cdti-95-cv-bosch-445110351.jpg,Injecteurs OPEL COMBO 1.3 CDTI  95 CV BOSCH (445110351),445110351,Accueil,135,135,10,0,,"169 A1.000,169 A5.000,169A1000,199 A1.000,199 A2.000,199 A3.000,199 A9.000,199 B1.000,199 B4.000,199 B8.000,223 A9.000,225 A2.000,263 A2.000,263 A6.000,312 A8.000,312 B1.000,312 B2.000,330 A1.000,55266963,55283775,955 B2.000,A 13 FD,BAAA,D13A,D13AA,FD4,FHZ (F13DTE5)",https://www.autonorma.fr/p/36397-injecteur-common-rail-bosch-cri-0445110351-neuf
24224,https://diesel-injecteurs.com/10176/injecteurs-opel-combo-13-cdti-90-cv-bosch-445110351.jpg,Injecteurs OPEL COMBO 1.3 CDTI  90 CV BOSCH (445110351),445110351,Accueil,135,135,10,0,,"169 A1.000,169 A5.000,169A1000,199 A1.000,199 A2.000,199 A3.000,199 A9.000,199 B1.000,199 B4.000,199 B8.000,223 A9.000,225 A2.000,263 A2.000,263 A6.000,312 A8.000,312 B1.000,312 B2.000,330 A1.000,55266963,55283775,955 B2.000,A 13 FD,BAAA,D13A,D13AA,FD4,FHZ (F13DTE5)",https://www.autonorma.fr/p/36397-injecteur-common-rail-bosch-cri-0445110351-neuf
24223,https://diesel-injecteurs.com/10174/injecteurs-lancia-ypsilon-13-d-multijet-75-cv-bosch-445110351.jpg,Injecteurs LANCIA YPSILON 1.3 D Multijet 75 CV BOSCH (445110351),445110351,Accueil,135,135,10,0,,"169 A1.000,169 A5.000,169A1000,199 A1.000,199 A2.000,199 A3.000,199 A9.000,199 B1.000,199 B4.000,199 B8.000,223 A9.000,225 A2.000,263 A2.000,263 A6.000,312 A8.000,312 B1.000,312 B2.000,330 A1.000,55266963,55283775,955 B2.000,A 13 FD,BAAA,D13A,D13AA,FD4,FHZ (F13DTE5)",https://www.autonorma.fr/p/36397-injecteur-common-rail-bosch-cri-0445110351-neuf
24222,https://diesel-injecteurs.com/10172/injecteurs-lancia-ypsilon-13-d-multijet-78-cv-bosch-445110351.jpg,Injecteurs LANCIA YPSILON 1.3 D Multijet 78 CV BOSCH (445110351),445110351,Accueil,135,135,10,0,,"169 A1.000,169 A5.000,169A1000,199 A1.000,199 A2.000,199 A3.000,199 A9.000,199 B1.000,199 B4.000,199 B8.000,223 A9.000,225 A2.000,263 A2.000,263 A6.000,312 A8.000,312 B1.000,312 B2.000,330 A1.000,55266963,55283775,955 B2.000,A 13 FD,BAAA,D13A,D13AA,FD4,FHZ (F13DTE5)",https://www.autonorma.fr/p/36397-injecteur-common-rail-bosch-cri-0445110351-neuf
24221,https://diesel-injecteurs.com/10170/injecteurs-lancia-ypsilon-13-d-multijet-95-cv-bosch-445110351.jpg,Injecteurs LANCIA YPSILON 1.3 D Multijet 95 CV BOSCH (445110351),445110351,Accueil,135,135,10,0,,"169 A1.000,169 A5.000,169A1000,199 A1.000,199 A2.000,199 A3.000,199 A9.000,199 B1.000,199 B4.000,199 B8.000,223 A9.000,225 A2.000,263 A2.000,263 A6.000,312 A8.000,312 B1.000,312 B2.000,330 A1.000,55266963,55283775,955 B2.000,A 13 FD,BAAA,D13A,D13AA,FD4,FHZ (F13DTE5)",https://www.autonorma.fr/p/36397-injecteur-common-rail-bosch-cri-0445110351-neuf
24220,https://diesel-injecteurs.com/10168/injecteurs-ford-ka-13-tdci-75-cv-bosch-445110351.jpg,Injecteurs FORD KA 1.3 TDCi 75 CV BOSCH (445110351),445110351,Accueil,135,135,10,0,,"169 A1.000,169 A5.000,169A1000,199 A1.000,199 A2.000,199 A3.000,199 A9.000,199 B1.000,199 B4.000,199 B8.000,223 A9.000,225 A2.000,263 A2.000,263 A6.000,312 A8.000,312 B1.000,312 B2.000,330 A1.000,55266963,55283775,955 B2.000,A 13 FD,BAAA,D13A,D13AA,FD4,FHZ (F13DTE5)",https://www.autonorma.fr/p/36397-injecteur-common-rail-bosch-cri-0445110351-neuf
24219,https://diesel-injecteurs.com/10166/injecteurs-fiat-tipo-13-d-95-cv-bosch-445110351.jpg,Injecteurs FIAT TIPO 1.3 D 95 CV BOSCH (445110351),445110351,Accueil,135,135,10,0,,"169 A1.000,169 A5.000,169A1000,199 A1.000,199 A2.000,199 A3.000,199 A9.000,199 B1.000,199 B4.000,199 B8.000,223 A9.000,225 A2.000,263 A2.000,263 A6.000,312 A8.000,312 B1.000,312 B2.000,330 A1.000,55266963,55283775,955 B2.000,A 13 FD,BAAA,D13A,D13AA,FD4,FHZ (F13DTE5)",https://www.autonorma.fr/p/36397-injecteur-common-rail-bosch-cri-0445110351-neuf
24218,https://diesel-injecteurs.com/8217/injecteurs-fiat-punto-13-d-multijet-80-cv-bosch-445110351.jpg,Injecteurs FIAT PUNTO 1.3 D Multijet 80 CV BOSCH (445110351),445110351,Accueil,135,135,10,0,,"169 A1.000,169 A5.000,169A1000,199 A1.000,199 A2.000,199 A3.000,199 A9.000,199 B1.000,199 B4.000,199 B8.000,223 A9.000,225 A2.000,263 A2.000,263 A6.000,312 A8.000,312 B1.000,312 B2.000,330 A1.000,55266963,55283775,955 B2.000,A 13 FD,BAAA,D13A,D13AA,FD4,FHZ (F13DTE5)",https://www.autonorma.fr/p/36397-injecteur-common-rail-bosch-cri-0445110351-neuf
24217,https://diesel-injecteurs.com/10164/injecteurs-fiat-punto-13-d-multijet-95-cv-bosch-445110351.jpg,Injecteurs FIAT PUNTO 1.3 D Multijet 95 CV BOSCH (445110351),445110351,Accueil,135,135,10,0,,"169 A1.000,169 A5.000,169A1000,199 A1.000,199 A2.000,199 A3.000,199 A9.000,199 B1.000,199 B4.000,199 B8.000,223 A9.000,225 A2.000,263 A2.000,263 A6.000,312 A8.000,312 B1.000,312 B2.000,330 A1.000,55266963,55283775,955 B2.000,A 13 FD,BAAA,D13A,D13AA,FD4,FHZ (F13DTE5)",https://www.autonorma.fr/p/36397-injecteur-common-rail-bosch-cri-0445110351-neuf
24216,https://diesel-injecteurs.com/10162/injecteurs-fiat-punto-13-d-multijet-84-cv-bosch-445110351.jpg,Injecteurs FIAT PUNTO 1.3 D Multijet 84 CV BOSCH (445110351),445110351,Accueil,135,135,10,0,,"169 A1.000,169 A5.000,169A1000,199 A1.000,199 A2.000,199 A3.000,199 A9.000,199 B1.000,199 B4.000,199 B8.000,223 A9.000,225 A2.000,263 A2.000,263 A6.000,312 A8.000,312 B1.000,312 B2.000,330 A1.000,55266963,55283775,955 B2.000,A 13 FD,BAAA,D13A,D13AA,FD4,FHZ (F13DTE5)",https://www.autonorma.fr/p/36397-injecteur-common-rail-bosch-cri-0445110351-neuf
24215,https://diesel-injecteurs.com/10160/injecteurs-fiat-punto-13-d-multijet-75-cv-bosch-445110351.jpg,Injecteurs FIAT PUNTO 1.3 D Multijet 75 CV BOSCH (445110351),445110351,Accueil,135,135,10,0,,"169 A1.000,169 A5.000,169A1000,199 A1.000,199 A2.000,199 A3.000,199 A9.000,199 B1.000,199 B4.000,199 B8.000,223 A9.000,225 A2.000,263 A2.000,263 A6.000,312 A8.000,312 B1.000,312 B2.000,330 A1.000,55266963,55283775,955 B2.000,A 13 FD,BAAA,D13A,D13AA,FD4,FHZ (F13DTE5)",https://www.autonorma.fr/p/36397-injecteur-common-rail-bosch-cri-0445110351-neuf
24214,https://diesel-injecteurs.com/10158/injecteurs-fiat-panda-13-d-multijet-75-cv-bosch-445110351.jpg,Injecteurs FIAT PANDA 1.3 D Multijet 75 CV BOSCH (445110351),445110351,Accueil,135,135,10,0,,"169 A1.000,169 A5.000,169A1000,199 A1.000,199 A2.000,199 A3.000,199 A9.000,199 B1.000,199 B4.000,199 B8.000,223 A9.000,225 A2.000,263 A2.000,263 A6.000,312 A8.000,312 B1.000,312 B2.000,330 A1.000,55266963,55283775,955 B2.000,A 13 FD,BAAA,D13A,D13AA,FD4,FHZ (F13DTE5)",https://www.autonorma.fr/p/36397-injecteur-common-rail-bosch-cri-0445110351-neuf
24213,https://diesel-injecteurs.com/10156/injecteurs-fiat-panda-13-d-multijet-4x4-80-cv-bosch-445110351.jpg,Injecteurs FIAT PANDA 1.3 D Multijet 4x4 80 CV BOSCH (445110351),445110351,Accueil,135,135,10,0,,"169 A1.000,169 A5.000,169A1000,199 A1.000,199 A2.000,199 A3.000,199 A9.000,199 B1.000,199 B4.000,199 B8.000,223 A9.000,225 A2.000,263 A2.000,263 A6.000,312 A8.000,312 B1.000,312 B2.000,330 A1.000,55266963,55283775,955 B2.000,A 13 FD,BAAA,D13A,D13AA,FD4,FHZ (F13DTE5)",https://www.autonorma.fr/p/36397-injecteur-common-rail-bosch-cri-0445110351-neuf
24212,https://diesel-injecteurs.com/8215/injecteurs-fiat-panda-13-d-multijet-4x4-75-cv-bosch-445110351.jpg,Injecteurs FIAT PANDA 1.3 D Multijet 4x4 75 CV BOSCH (445110351),445110351,Accueil,135,135,10,0,,"169 A1.000,169 A5.000,169A1000,199 A1.000,199 A2.000,199 A3.000,199 A9.000,199 B1.000,199 B4.000,199 B8.000,223 A9.000,225 A2.000,263 A2.000,263 A6.000,312 A8.000,312 B1.000,312 B2.000,330 A1.000,55266963,55283775,955 B2.000,A 13 FD,BAAA,D13A,D13AA,FD4,FHZ (F13DTE5)",https://www.autonorma.fr/p/36397-injecteur-common-rail-bosch-cri-0445110351-neuf
24211,https://diesel-injecteurs.com/10154/injecteurs-fiat-idea-13-d-multijet-95-cv-bosch-445110351.jpg,Injecteurs FIAT IDEA 1.3 D Multijet 95 CV BOSCH (445110351),445110351,Accueil,135,135,10,0,,"169 A1.000,169 A5.000,169A1000,199 A1.000,199 A2.000,199 A3.000,199 A9.000,199 B1.000,199 B4.000,199 B8.000,223 A9.000,225 A2.000,263 A2.000,263 A6.000,312 A8.000,312 B1.000,312 B2.000,330 A1.000,55266963,55283775,955 B2.000,A 13 FD,BAAA,D13A,D13AA,FD4,FHZ (F13DTE5)",https://www.autonorma.fr/p/36397-injecteur-common-rail-bosch-cri-0445110351-neuf
24210,https://diesel-injecteurs.com/10152/injecteurs-fiat-grande-punto-13-jtd-multijet-75-cv-bosch-445110351.jpg,Injecteurs FIAT GRANDE PUNTO 1.3 JTD Multijet 75 CV BOSCH (445110351),445110351,Accueil,135,135,10,0,,"169 A1.000,169 A5.000,169A1000,199 A1.000,199 A2.000,199 A3.000,199 A9.000,199 B1.000,199 B4.000,199 B8.000,223 A9.000,225 A2.000,263 A2.000,263 A6.000,312 A8.000,312 B1.000,312 B2.000,330 A1.000,55266963,55283775,955 B2.000,A 13 FD,BAAA,D13A,D13AA,FD4,FHZ (F13DTE5)",https://www.autonorma.fr/p/36397-injecteur-common-rail-bosch-cri-0445110351-neuf
24209,https://diesel-injecteurs.com/8213/injecteurs-fiat-grande-punto-13-d-multijet-75-cv-bosch-445110351.jpg,Injecteurs FIAT GRANDE PUNTO 1.3 D Multijet 75 CV BOSCH (445110351),445110351,Accueil,135,135,10,0,,"169 A1.000,169 A5.000,169A1000,199 A1.000,199 A2.000,199 A3.000,199 A9.000,199 B1.000,199 B4.000,199 B8.000,223 A9.000,225 A2.000,263 A2.000,263 A6.000,312 A8.000,312 B1.000,312 B2.000,330 A1.000,55266963,55283775,955 B2.000,A 13 FD,BAAA,D13A,D13AA,FD4,FHZ (F13DTE5)",https://www.autonorma.fr/p/36397-injecteur-common-rail-bosch-cri-0445110351-neuf
24208,https://diesel-injecteurs.com/10150/injecteurs-fiat-grande-punto-13-d-multijet-84-cv-bosch-445110351.jpg,Injecteurs FIAT GRANDE PUNTO 1.3 D Multijet 84 CV BOSCH (445110351),445110351,Accueil,135,135,10,0,,"169 A1.000,169 A5.000,169A1000,199 A1.000,199 A2.000,199 A3.000,199 A9.000,199 B1.000,199 B4.000,199 B8.000,223 A9.000,225 A2.000,263 A2.000,263 A6.000,312 A8.000,312 B1.000,312 B2.000,330 A1.000,55266963,55283775,955 B2.000,A 13 FD,BAAA,D13A,D13AA,FD4,FHZ (F13DTE5)",https://www.autonorma.fr/p/36397-injecteur-common-rail-bosch-cri-0445110351-neuf
24207,https://diesel-injecteurs.com/10148/injecteurs-fiat-fiorino-13-d-multijet-95-cv-bosch-445110351.jpg,Injecteurs FIAT FIORINO 1.3 D Multijet 95 CV BOSCH (445110351),445110351,Accueil,135,135,10,0,,"169 A1.000,169 A5.000,169A1000,199 A1.000,199 A2.000,199 A3.000,199 A9.000,199 B1.000,199 B4.000,199 B8.000,223 A9.000,225 A2.000,263 A2.000,263 A6.000,312 A8.000,312 B1.000,312 B2.000,330 A1.000,55266963,55283775,955 B2.000,A 13 FD,BAAA,D13A,D13AA,FD4,FHZ (F13DTE5)",https://www.autonorma.fr/p/36397-injecteur-common-rail-bosch-cri-0445110351-neuf
24206,https://diesel-injecteurs.com/10146/injecteurs-fiat-fiorino-13-d-multijet-75-cv-bosch-445110351.jpg,Injecteurs FIAT FIORINO 1.3 D Multijet 75 CV BOSCH (445110351),445110351,Accueil,135,135,10,0,,"169 A1.000,169 A5.000,169A1000,199 A1.000,199 A2.000,199 A3.000,199 A9.000,199 B1.000,199 B4.000,199 B8.000,223 A9.000,225 A2.000,263 A2.000,263 A6.000,312 A8.000,312 B1.000,312 B2.000,330 A1.000,55266963,55283775,955 B2.000,A 13 FD,BAAA,D13A,D13AA,FD4,FHZ (F13DTE5)",https://www.autonorma.fr/p/36397-injecteur-common-rail-bosch-cri-0445110351-neuf
24205,https://diesel-injecteurs.com/8346/injecteurs-fiat-doblo-13-d-multijet-75-cv-bosch-445110351.jpg,Injecteurs FIAT DOBLO 1.3 D Multijet 75 CV BOSCH (445110351),445110351,Accueil,135,135,10,0,,"169 A1.000,169 A5.000,169A1000,199 A1.000,199 A2.000,199 A3.000,199 A9.000,199 B1.000,199 B4.000,199 B8.000,223 A9.000,225 A2.000,263 A2.000,263 A6.000,312 A8.000,312 B1.000,312 B2.000,330 A1.000,55266963,55283775,955 B2.000,A 13 FD,BAAA,D13A,D13AA,FD4,FHZ (F13DTE5)",https://www.autonorma.fr/p/36397-injecteur-common-rail-bosch-cri-0445110351-neuf
24204,https://diesel-injecteurs.com/10144/injecteurs-fiat-doblo-13-d-multijet-90-cv-bosch-445110351.jpg,Injecteurs FIAT DOBLO 1.3 D Multijet 90 CV BOSCH (445110351),445110351,Accueil,135,135,10,0,,"169 A1.000,169 A5.000,169A1000,199 A1.000,199 A2.000,199 A3.000,199 A9.000,199 B1.000,199 B4.000,199 B8.000,223 A9.000,225 A2.000,263 A2.000,263 A6.000,312 A8.000,312 B1.000,312 B2.000,330 A1.000,55266963,55283775,955 B2.000,A 13 FD,BAAA,D13A,D13AA,FD4,FHZ (F13DTE5)",https://www.autonorma.fr/p/36397-injecteur-common-rail-bosch-cri-0445110351-neuf
24203,https://diesel-injecteurs.com/8084/injecteurs-fiat-500-13-d-multijet-95-cv-bosch-445110351.jpg,Injecteurs FIAT 500 1.3 D Multijet 95 CV BOSCH (445110351),445110351,Accueil,135,135,10,0,,"169 A1.000,169 A5.000,169A1000,199 A1.000,199 A2.000,199 A3.000,199 A9.000,199 B1.000,199 B4.000,199 B8.000,223 A9.000,225 A2.000,263 A2.000,263 A6.000,312 A8.000,312 B1.000,312 B2.000,330 A1.000,55266963,55283775,955 B2.000,A 13 FD,BAAA,D13A,D13AA,FD4,FHZ (F13DTE5)",https://www.autonorma.fr/p/36397-injecteur-common-rail-bosch-cri-0445110351-neuf
24202,https://diesel-injecteurs.com/8132/injecteurs-citroen-nemo-13-hdi-75-75-cv-bosch-445110351.jpg,Injecteurs CITROEN NEMO 1.3 HDi 75 75 CV BOSCH (445110351),445110351,Accueil,135,135,8,0,,"169 A1.000,169 A5.000,169A1000,199 A1.000,199 A2.000,199 A3.000,199 A9.000,199 B1.000,199 B4.000,199 B8.000,223 A9.000,225 A2.000,263 A2.000,263 A6.000,312 A8.000,312 B1.000,312 B2.000,330 A1.000,55266963,55283775,955 B2.000,A 13 FD,BAAA,D13A,D13AA,FD4,FHZ (F13DTE5)",https://www.autonorma.fr/p/36397-injecteur-common-rail-bosch-cri-0445110351-neuf
24201,https://diesel-injecteurs.com/10142/injecteurs-alfa-romeo-mito-13-multijet-80-cv-bosch-445110351.jpg,Injecteurs ALFA ROMEO MITO 1.3 MultiJet 80 CV BOSCH (445110351),445110351,Accueil,135,135,10,0,,"169 A1.000,169 A5.000,169A1000,199 A1.000,199 A2.000,199 A3.000,199 A9.000,199 B1.000,199 B4.000,199 B8.000,223 A9.000,225 A2.000,263 A2.000,263 A6.000,312 A8.000,312 B1.000,312 B2.000,330 A1.000,55266963,55283775,955 B2.000,A 13 FD,BAAA,D13A,D13AA,FD4,FHZ (F13DTE5)",https://www.autonorma.fr/p/36397-injecteur-common-rail-bosch-cri-0445110351-neuf
24200,https://diesel-injecteurs.com/8211/injecteurs-alfa-romeo-mito-13-multijet-95-cv-bosch-445110351.jpg,Injecteurs ALFA ROMEO MITO 1.3 MultiJet 95 CV BOSCH (445110351),445110351,Accueil,135,135,10,0,,"169 A1.000,169 A5.000,169A1000,199 A1.000,199 A2.000,199 A3.000,199 A9.000,199 B1.000,199 B4.000,199 B8.000,223 A9.000,225 A2.000,263 A2.000,263 A6.000,312 A8.000,312 B1.000,312 B2.000,330 A1.000,55266963,55283775,955 B2.000,A 13 FD,BAAA,D13A,D13AA,FD4,FHZ (F13DTE5)",https://www.autonorma.fr/p/36397-injecteur-common-rail-bosch-cri-0445110351-neuf
24199,https://diesel-injecteurs.com/8209/injecteurs-alfa-romeo-mito-13-multijet-90-cv-bosch-445110351.jpg,Injecteurs ALFA ROMEO MITO 1.3 MultiJet 90 CV BOSCH (445110351),445110351,Accueil,135,135,10,0,,"169 A1.000,169 A5.000,169A1000,199 A1.000,199 A2.000,199 A3.000,199 A9.000,199 B1.000,199 B4.000,199 B8.000,223 A9.000,225 A2.000,263 A2.000,263 A6.000,312 A8.000,312 B1.000,312 B2.000,330 A1.000,55266963,55283775,955 B2.000,A 13 FD,BAAA,D13A,D13AA,FD4,FHZ (F13DTE5)",https://www.autonorma.fr/p/36397-injecteur-common-rail-bosch-cri-0445110351-neuf
24198,https://diesel-injecteurs.com/10140/injecteurs-alfa-romeo-mito-13-multijet-84-cv-bosch-445110351.jpg,Injecteurs ALFA ROMEO MITO 1.3 MultiJet 84 CV BOSCH (445110351),445110351,Accueil,135,135,10,0,,"169 A1.000,169 A5.000,169A1000,199 A1.000,199 A2.000,199 A3.000,199 A9.000,199 B1.000,199 B4.000,199 B8.000,223 A9.000,225 A2.000,263 A2.000,263 A6.000,312 A8.000,312 B1.000,312 B2.000,330 A1.000,55266963,55283775,955 B2.000,A 13 FD,BAAA,D13A,D13AA,FD4,FHZ (F13DTE5)",https://www.autonorma.fr/p/36397-injecteur-common-rail-bosch-cri-0445110351-neuf
24197,https://diesel-injecteurs.com/10118/injecteurs-renault-trafic-iii-20-dci-115-114-cv-bosch-445110338.jpg,Injecteurs RENAULT TRAFIC III 2.0 dCi 115  114 CV BOSCH (445110338),445110338,Accueil,135,135,10,0,,"EXF,M9R 630,M9R 692,M9R 780,M9R 782,M9R 784,M9R 786,M9R 788",https://www.autonorma.fr/p/36087-injecteur-common-rail-bosch-cri-0445110338-neuf
24194,https://diesel-injecteurs.com/10117/injecteurs-opel-vivaro-20-cdti-114-cv-bosch-445110338.jpg,Injecteurs OPEL VIVARO 2.0 CDTI 114 CV BOSCH (445110338),445110338,Accueil,135,135,10,0,,"EXF,M9R 630,M9R 692,M9R 780,M9R 782,M9R 784,M9R 786,M9R 788",https://www.autonorma.fr/p/36087-injecteur-common-rail-bosch-cri-0445110338-neuf
24193,https://diesel-injecteurs.com/10116/injecteurs-opel-vivaro-20-cdti-90-cv-bosch-445110338.jpg,Injecteurs OPEL VIVARO 2.0 CDTI 90 CV BOSCH (445110338),445110338,Accueil,135,135,10,0,,"EXF,M9R 630,M9R 692,M9R 780,M9R 782,M9R 784,M9R 786,M9R 788",https://www.autonorma.fr/p/36087-injecteur-common-rail-bosch-cri-0445110338-neuf
24192,https://diesel-injecteurs.com/11263/injecteurs-volkswagen-amarok-20-tdi-122-cv-bosch-445116034.jpg,Injecteurs VOLKSWAGEN AMAROK 2.0 TDI 122 CV BOSCH (445116034),445116034,Injecteurs VOLKSWAGEN AMAROK,155,155,10,0,,"CAAA,CAAB,CAAC,CAAD,CAAE,CCHA,CCHB,CDBA,CDCA,CFCA,CNFA,CXGA,CXGB",https://www.autonorma.fr/p/36053-injecteur-common-rail-bosch-piezo-0445116034-neuf
24191,https://diesel-injecteurs.com/11262/injecteurs-volkswagen-amarok-20-tdi-4motion-122-cv-bosch-445116034.jpg,Injecteurs VOLKSWAGEN AMAROK 2.0 TDI 4motion 122 CV BOSCH (445116034),445116034,Injecteurs VOLKSWAGEN AMAROK,155,155,10,0,,"CAAA,CAAB,CAAC,CAAD,CAAE,CCHA,CCHB,CDBA,CDCA,CFCA,CNFA,CXGA,CXGB",https://www.autonorma.fr/p/36053-injecteur-common-rail-bosch-piezo-0445116034-neuf
24190,https://diesel-injecteurs.com/11261/injecteurs-volkswagen-amarok-20-bitdi-163-cv-bosch-445116034.jpg,Injecteurs VOLKSWAGEN AMAROK 2.0 BiTDI 163 CV BOSCH (445116034),445116034,Injecteurs VOLKSWAGEN AMAROK,155,155,10,0,,"CAAA,CAAB,CAAC,CAAD,CAAE,CCHA,CCHB,CDBA,CDCA,CFCA,CNFA,CXGA,CXGB",https://www.autonorma.fr/p/36053-injecteur-common-rail-bosch-piezo-0445116034-neuf
24189,https://diesel-injecteurs.com/8353/injecteurs-volkswagen-amarok-20-bitdi-4motion-163-cv-bosch-445116034.jpg,Injecteurs VOLKSWAGEN AMAROK 2.0 BiTDI 4motion 163 CV BOSCH (445116034),445116034,Accueil,155,155,8,0,,"CAAA,CAAB,CAAC,CAAD,CAAE,CCHA,CCHB,CDBA,CDCA,CFCA,CNFA,CXGA,CXGB",https://www.autonorma.fr/p/36053-injecteur-common-rail-bosch-piezo-0445116034-neuf
24188,https://diesel-injecteurs.com/10573/injecteurs-bmw-x6-xdrive-30-d-258-cv-bosch-445110478.jpg,Injecteurs BMW X6 xDrive 30 d 258 CV BOSCH (445110478),445110478,Injecteurs BMW X6,135,135,10,0,,"B47 D20 A,M47 D20 (204D4),N47 D20 C,N57 D30 A",https://www.autonorma.fr/p/36425-injecteur-common-rail-bosch-cri-0445110478-neuf
24187,https://diesel-injecteurs.com/10572/injecteurs-bmw-x6-xdrive-30-d-277-cv-bosch-445110478.jpg,Injecteurs BMW X6 xDrive 30 d 277 CV BOSCH (445110478),445110478,Injecteurs BMW X6,135,135,10,0,,"B47 D20 A,M47 D20 (204D4),N47 D20 C,N57 D30 A",https://www.autonorma.fr/p/36425-injecteur-common-rail-bosch-cri-0445110478-neuf
24186,https://diesel-injecteurs.com/10571/injecteurs-bmw-x5-xdrive-30-d-277-cv-bosch-445110478.jpg,Injecteurs BMW X5 xDrive 30 d 277 CV BOSCH (445110478),445110478,Injecteurs BMW X5,135,135,10,0,,"B47 D20 A,M47 D20 (204D4),N47 D20 C,N57 D30 A",https://www.autonorma.fr/p/36425-injecteur-common-rail-bosch-cri-0445110478-neuf
24185,https://diesel-injecteurs.com/10570/injecteurs-bmw-x5-xdrive-30-d-258-cv-bosch-445110478.jpg,Injecteurs BMW X5 xDrive 30 d 258 CV BOSCH (445110478),445110478,Injecteurs BMW X5,135,135,10,0,,"B47 D20 A,M47 D20 (204D4),N47 D20 C,N57 D30 A",https://www.autonorma.fr/p/36425-injecteur-common-rail-bosch-cri-0445110478-neuf
24184,https://diesel-injecteurs.com/10569/injecteurs-bmw-x4-xdrive-30-d-286-cv-bosch-445110478.jpg,Injecteurs BMW X4 xDrive 30 d 286 CV BOSCH (445110478),445110478,Injecteurs BMW X4,135,135,10,0,,"B47 D20 A,M47 D20 (204D4),N47 D20 C,N57 D30 A",https://www.autonorma.fr/p/36425-injecteur-common-rail-bosch-cri-0445110478-neuf
24183,https://diesel-injecteurs.com/10568/injecteurs-bmw-x4-xdrive-30-d-277-cv-bosch-445110478.jpg,Injecteurs BMW X4 xDrive 30 d 277 CV BOSCH (445110478),445110478,Injecteurs BMW X4,135,135,10,0,,"B47 D20 A,M47 D20 (204D4),N47 D20 C,N57 D30 A",https://www.autonorma.fr/p/36425-injecteur-common-rail-bosch-cri-0445110478-neuf
24182,https://diesel-injecteurs.com/10567/injecteurs-bmw-x4-xdrive-30-d-258-cv-bosch-445110478.jpg,Injecteurs BMW X4 xDrive 30 d 258 CV BOSCH (445110478),445110478,Injecteurs BMW X4,135,135,10,0,,"B47 D20 A,M47 D20 (204D4),N47 D20 C,N57 D30 A",https://www.autonorma.fr/p/36425-injecteur-common-rail-bosch-cri-0445110478-neuf
24181,https://diesel-injecteurs.com/10566/injecteurs-bmw-x3-xdrive-30-d-277-cv-bosch-445110478.jpg,Injecteurs BMW X3 xDrive 30 d 277 CV BOSCH (445110478),445110478,Injecteurs BMW X3,135,135,10,0,,"B47 D20 A,M47 D20 (204D4),N47 D20 C,N57 D30 A",https://www.autonorma.fr/p/36425-injecteur-common-rail-bosch-cri-0445110478-neuf
24180,https://diesel-injecteurs.com/10565/injecteurs-bmw-x3-xdrive-30-d-258-cv-bosch-445110478.jpg,Injecteurs BMW X3 xDrive 30 d 258 CV BOSCH (445110478),445110478,Injecteurs BMW X3,135,135,10,0,,"B47 D20 A,M47 D20 (204D4),N47 D20 C,N57 D30 A",https://www.autonorma.fr/p/36425-injecteur-common-rail-bosch-cri-0445110478-neuf
24179,https://diesel-injecteurs.com/10564/injecteurs-bmw-x3-xdrive-30-d-286-cv-bosch-445110478.jpg,Injecteurs BMW X3 xDrive 30 d 286 CV BOSCH (445110478),445110478,Injecteurs BMW X3,135,135,10,0,,"B47 D20 A,M47 D20 (204D4),N47 D20 C,N57 D30 A",https://www.autonorma.fr/p/36425-injecteur-common-rail-bosch-cri-0445110478-neuf
24178,https://diesel-injecteurs.com/8227/injecteurs-bmw-x3-xdrive-20-d-184-cv-bosch-445110478.jpg,Injecteurs BMW X3 xDrive 20 d 184 CV BOSCH (445110478),445110478,Accueil,135,135,10,0,,"B47 D20 A,M47 D20 (204D4),N47 D20 C,N57 D30 A",https://www.autonorma.fr/p/36425-injecteur-common-rail-bosch-cri-0445110478-neuf
24177,https://diesel-injecteurs.com/10563/injecteurs-bmw-x3-xdrive-20-d-163-cv-bosch-445110478.jpg,Injecteurs BMW X3 xDrive 20 d 163 CV BOSCH (445110478),445110478,Injecteurs BMW X3,135,135,10,0,,"B47 D20 A,M47 D20 (204D4),N47 D20 C,N57 D30 A",https://www.autonorma.fr/p/36425-injecteur-common-rail-bosch-cri-0445110478-neuf
24176,https://diesel-injecteurs.com/10562/injecteurs-bmw-x3-sdrive-18-d-143-cv-bosch-445110478.jpg,Injecteurs BMW X3 sDrive 18 d 143 CV BOSCH (445110478),445110478,Injecteurs BMW X3,135,135,10,0,,"B47 D20 A,M47 D20 (204D4),N47 D20 C,N57 D30 A",https://www.autonorma.fr/p/36425-injecteur-common-rail-bosch-cri-0445110478-neuf
24175,https://diesel-injecteurs.com/10561/injecteurs-bmw-x3-sdrive-18-d-136-cv-bosch-445110478.jpg,Injecteurs BMW X3 sDrive 18 d 136 CV BOSCH (445110478),445110478,Injecteurs BMW X3,135,135,10,0,,"B47 D20 A,M47 D20 (204D4),N47 D20 C,N57 D30 A",https://www.autonorma.fr/p/36425-injecteur-common-rail-bosch-cri-0445110478-neuf
